region;num_dia;dia;valor;valordelta;n;mu;sigma;modelo;modelodelta;densidad;modelo*n;R2ajuste;R2error;R2errorA;R2errorB;pvalor;qnorm0.99;qnorm0.999;diapeak;deltapeak
MD;37;37;4487;627;303000;90;26.2;0.021542;0.001893;0.001968;6527;0.327684979;0.189619917;1.578487712;-0.036503289;0.007065302;151;171;87;7715
MD;38;38;5305;818;303000;90;26.2;0.023587;0.002045;0.002124;7147;0.448674607;0.158404304;1.521674705;-0.032133058;0.013335741;151;171;87;7715
MD;39;39;5584;279;303000;90;26.2;0.025793;0.002206;0.002290;7815;0.508184876;0.164505873;1.514821985;-0.031619104;0.010416887;151;171;87;7715
MD;40;40;5764;180;303000;90;26.2;0.028170;0.002377;0.002465;8535;0.521445967;0.175519195;1.515273497;-0.031652141;0.007130703;151;171;87;7715
MD;41;41;6178;414;303000;90;26.2;0.030726;0.002556;0.002649;9310;0.523268931;0.176117995;1.500724264;-0.030612910;0.006305987;151;171;87;7715
MD;42;42;7274;1096;303000;90;26.2;0.033471;0.002745;0.002843;10142;0.566340891;0.147559317;1.450373977;-0.027100099;0.012020747;151;171;87;7715
MD;43;43;8309;1035;303000;90;26.2;0.036415;0.002944;0.003047;11034;0.621559114;0.128621419;1.411484545;-0.024448547;0.018195757;151;171;87;7715
MD;44;44;9487;1178;303000;90;26.2;0.039568;0.003153;0.003260;11989;0.681422831;0.109739548;1.372540385;-0.021852270;0.028051115;151;171;87;7715
MD;45;45;11105;1618;303000;90;26.2;0.042939;0.003371;0.003484;13010;0.747502046;0.083356263;1.321709020;-0.018537181;0.054424925;151;171;87;7715
MD;46;46;11625;520;303000;90;26.2;0.046538;0.003599;0.003717;14101;0.784696517;0.088712149;1.322025294;-0.018557369;0.044391130;151;171;87;7715
MD;47;47;11978;353;303000;90;26.2;0.050376;0.003838;0.003960;15264;0.800880779;0.097829441;1.328648089;-0.018971293;0.032307964;151;171;87;7715
MD;48;48;12663;685;303000;90;26.2;0.054461;0.004086;0.004213;16502;0.808521560;0.100561779;1.323707032;-0.018668780;0.028081250;151;171;87;7715
MD;49;49;14765;2102;303000;90;26.2;0.058805;0.004343;0.004476;17818;0.831689235;0.076255753;1.277130951;-0.015874215;0.054777147;151;171;87;7715
MD;50;50;16741;1976;303000;90;26.2;0.063416;0.004611;0.004748;19215;0.858266495;0.060603795;1.241521674;-0.013779551;0.084825541;151;171;87;7715
MD;51;51;18935;2194;303000;90;26.2;0.068303;0.004887;0.005029;20696;0.884616528;0.046270295;1.206182587;-0.011740758;0.129548888;151;171;87;7715
MD;52;52;21938;3003;303000;90;26.2;0.073476;0.005173;0.005319;22263;0.909972589;0.027927546;1.157425080;-0.008980899;0.236357360;151;171;87;7715
MD;53;53;22739;801;303000;90;26.2;0.078944;0.005467;0.005617;23920;0.926129120;0.032363621;1.165381361;-0.009422915;0.197398068;151;171;87;7715
MD;54;54;23243;504;303000;90;26.2;0.084714;0.005770;0.005924;25668;0.935262360;0.039515688;1.179298848;-0.010182050;0.149580516;151;171;87;7715
MD;55;55;24391;1148;303000;90;26.2;0.090795;0.006081;0.006239;27511;0.941046000;0.041842330;1.179734625;-0.010205396;0.134117833;151;171;87;7715
MD;56;56;27684;3293;303000;90;26.2;0.097194;0.006399;0.006560;29450;0.949700643;0.028287953;1.142291605;-0.008234710;0.215315035;151;171;87;7715
MD;57;57;30795;3111;303000;90;26.2;0.103917;0.006724;0.006888;31487;0.958165921;0.019859576;1.113603262;-0.006750830;0.295740845;151;171;87;7715
MD;58;58;33755;2960;303000;90;26.2;0.110972;0.007055;0.007222;33625;0.965329075;0.014555032;1.091860194;-0.005645251;0.367004238;151;171;87;7715
MD;59;59;38049;4294;303000;90;26.2;0.118364;0.007392;0.007561;35864;0.970737287;0.006613305;1.054050316;-0.003754757;0.540340379;151;171;87;7715
MD;60;60;39189;1140;303000;90;26.2;0.126097;0.007733;0.007905;38207;0.975229317;0.009209469;1.065810939;-0.004333148;0.465758157;151;171;87;7715
MD;61;61;39899;710;303000;90;26.2;0.134175;0.008078;0.008252;40655;0.978576561;0.013539490;1.082779309;-0.005154198;0.371839499;151;171;87;7715
MD;62;62;41250;1351;303000;90;26.2;0.142602;0.008427;0.008602;43208;0.980846061;0.016296500;1.090678692;-0.005530359;0.322773407;151;171;87;7715
MD;63;63;45194;3944;303000;90;26.2;0.151380;0.008778;0.008954;45868;0.983361447;0.011093271;1.068091223;-0.004471572;0.411340996;151;171;87;7715
MD;64;64;48575;3381;303000;90;26.2;0.160509;0.009130;0.009306;48634;0.985594360;0.008693837;1.055055519;-0.003869924;0.463666369;151;171;87;7715
MD;65;65;51949;3374;303000;90;26.2;0.169992;0.009482;0.009658;51507;0.987498867;0.006943653;1.044303973;-0.003381217;0.509298572;151;171;87;7715
MD;66;66;56467;4518;303000;90;26.2;0.179825;0.009834;0.010009;54487;0.988954894;0.003860526;1.024043977;-0.002474053;0.620171886;151;171;87;7715
MD;67;67;57540;1073;303000;90;26.2;0.190009;0.010184;0.010358;57573;0.990305867;0.006503549;1.039458562;-0.003154108;0.516506583;151;171;87;7715
MD;68;68;58448;908;303000;90;26.2;0.200540;0.010531;0.010703;60764;0.991096009;0.010026099;1.055487662;-0.003851026;0.416543278;151;171;87;7715
MD;69;69;59891;1443;303000;90;26.2;0.211413;0.010874;0.011043;64058;0.991202932;0.012958444;1.065879715;-0.004296400;0.351676046;151;171;87;7715
MD;70;70;64039;4148;303000;90;26.2;0.222625;0.011211;0.011378;67455;0.991645740;0.010382785;1.053364680;-0.003767595;0.401267204;151;171;87;7715
MD;71;71;67857;3818;303000;90;26.2;0.234167;0.011543;0.011706;70953;0.992175749;0.008956074;1.045179983;-0.003426566;0.432435056;151;171;87;7715
MD;72;72;71587;3730;303000;90;26.2;0.246034;0.011867;0.012026;74548;0.992710638;0.007989043;1.038924936;-0.003169509;0.455275195;151;171;87;7715
MD;73;73;76796;5209;303000;90;26.2;0.258216;0.012182;0.012336;78239;0.993444272;0.005228744;1.022869972;-0.002518633;0.543220215;151;171;87;7715
MD;74;74;78506;1710;303000;90;26.2;0.270703;0.012487;0.012636;82023;0.993778373;0.007378933;1.033407332;-0.002940127;0.466789742;151;171;87;7715
MD;75;75;79580;1074;303000;90;26.2;0.283485;0.012782;0.012925;85896;0.993394638;0.010817309;1.047771571;-0.003507136;0.374538565;151;171;87;7715
MD;76;76;81503;1923;303000;90;26.2;0.296549;0.013064;0.013201;89854;0.992442103;0.013258533;1.055678601;-0.003815203;0.321939661;151;171;87;7715
MD;77;77;86673;5170;303000;90;26.2;0.309883;0.013333;0.013463;93894;0.992086865;0.010347753;1.042549955;-0.003310255;0.378691352;151;171;87;7715
MD;78;78;91767;5094;303000;90;26.2;0.323471;0.013588;0.013711;98012;0.992114979;0.008122489;1.031220547;-0.002880024;0.432624171;151;171;87;7715
MD;79;79;96550;4783;303000;90;26.2;0.337298;0.013828;0.013942;102201;0.992326827;0.006702658;1.022903875;-0.002568149;0.473200596;151;171;87;7715
MD;80;80;103200;6650;303000;90;26.2;0.351350;0.014051;0.014157;106459;0.992916380;0.003732127;1.004583717;-0.001889624;0.590356729;151;171;87;7715
MD;81;81;105351;2151;303000;90;26.2;0.365607;0.014257;0.014354;110779;0.993164223;0.005284794;1.013397832;-0.002212092;0.518956810;151;171;87;7715
MD;82;82;106886;1535;303000;90;26.2;0.380052;0.014445;0.014533;115156;0.992898064;0.007737711;1.025188714;-0.002638268;0.431957301;151;171;87;7715
MD;83;83;109468;2582;303000;90;26.2;0.394667;0.014615;0.014693;119584;0.992310410;0.009227497;1.030640342;-0.002832969;0.387656598;151;171;87;7715
MD;84;84;115871;6403;303000;90;26.2;0.409431;0.014765;0.014833;124058;0.992256215;0.006275470;1.015592277;-0.002301861;0.473811306;151;171;87;7715
MD;85;85;121712;5841;303000;90;26.2;0.424326;0.014894;0.014952;128571;0.992464943;0.004493324;1.004549052;-0.001916632;0.542164813;151;171;87;7715
MD;86;86;127427;5715;303000;90;26.2;0.439329;0.015003;0.015050;133117;0.992825268;0.003174579;0.994932814;-0.001585038;0.606363690;151;171;87;7715
MD;87;87;135142;7715;303000;90;26.2;0.454419;0.015091;0.015127;137689;0.993406914;0.001134653;0.975940873;-0.000937585;0.756764267;151;171;87;7715
MD;88;88;136991;1849;303000;90;26.2;0.469576;0.015157;0.015183;142282;0.993743701;0.002291634;0.987111395;-0.001314120;0.657835821;151;171;87;7715
MD;89;89;138199;1208;303000;90;26.2;0.484777;0.015201;0.015216;146887;0.993709980;0.004255375;1.000777378;-0.001769653;0.543614147;151;171;87;7715
MD;90;90;140500;2301;303000;90;26.2;0.500000;0.015223;0.015227;151500;0.993406142;0.005714607;1.008394688;-0.002020773;0.478854100;151;171;87;7715
MD;91;91;145958;5458;303000;90;46.9;0.508506;0.008506;0.008504;154077;0.993498994;0.001675167;0.979963378;-0.001093665;0.700089187;199;235;87;7715
MD;92;92;150968;5010;303000;90;46.9;0.517007;0.008502;0.008499;156653;0.993789613;0.000169341;0.956784026;-0.000345944;0.902015204;199;235;87;7715
MD;93;93;155642;4674;303000;90;46.9;0.525501;0.008494;0.008489;159227;0.994162561;0.000102240;0.937589053;0.000266662;0.923366333;199;235;87;7715
MD;94;94;161388;5746;303000;90;46.9;0.533984;0.008482;0.008475;161797;0.994572967;0.001809491;0.910464449;0.001123228;0.683943031;199;235;87;7715
MD;95;95;162865;1477;303000;90;46.9;0.542451;0.008467;0.008458;164363;0.994921253;0.001024639;0.919745387;0.000833199;0.758125398;199;235;87;7715
MD;96;96;163828;963;303000;90;46.9;0.550899;0.008448;0.008437;166922;0.995194961;0.000281969;0.932725144;0.000431763;0.871004464;199;235;87;7715
MD;97;97;165801;1973;303000;90;46.9;0.559323;0.008425;0.008412;169475;0.995424840;0.000145237;0.936859751;0.000305193;0.906734453;199;235;87;7715
MD;98;98;170405;4604;303000;90;46.9;0.567721;0.008398;0.008383;172020;0.995681712;0.001086649;0.919600305;0.000828207;0.747277656;199;235;87;7715
MD;99;99;174184;3779;303000;90;46.9;0.576089;0.008368;0.008351;174555;0.995927564;0.002060132;0.909663606;0.001126308;0.655520573;199;235;87;7715
MD;100;100;177479;3295;303000;90;46.9;0.584422;0.008333;0.008315;177080;0.996153207;0.002804329;0.903953114;0.001295926;0.600787317;199;235;87;7715
MD;101;101;181561;4082;303000;90;46.9;0.592718;0.008296;0.008275;179593;0.996351924;0.004595327;0.892208595;0.001641354;0.500587997;199;235;87;7715
MD;102;102;182651;1090;303000;90;46.9;0.600972;0.008254;0.008232;182094;0.996539660;0.002887978;0.904417335;0.001285759;0.591650825;199;235;87;7715
MD;103;103;183197;546;303000;90;46.9;0.609181;0.008209;0.008186;184582;0.996702682;0.001220691;0.920275815;0.000828303;0.726064464;199;235;87;7715
MD;104;104;185504;2307;303000;90;46.9;0.617342;0.008161;0.008136;187055;0.996851534;0.001141720;0.921632471;0.000789541;0.733466711;199;235;87;7715
MD;105;105;188929;3425;303000;90;46.9;0.625451;0.008109;0.008082;189512;0.996996475;0.001885388;0.914126496;0.001001975;0.660071199;199;235;87;7715
MD;106;106;191976;3047;303000;90;46.9;0.633505;0.008054;0.008025;191952;0.997132658;0.002441848;0.909735841;0.001125077;0.614940119;199;235;87;7715
MD;107;107;195005;3029;303000;90;46.9;0.641501;0.007996;0.007965;194375;0.997259103;0.003055240;0.905532135;0.001241847;0.571748686;199;235;87;7715
MD;108;108;198307;3302;303000;90;46.9;0.649435;0.007934;0.007902;196779;0.997373772;0.004065045;0.899246818;0.001414837;0.512115648;199;235;87;7715
MD;109;109;199114;807;303000;90;46.9;0.657304;0.007869;0.007836;199163;0.997482957;0.002317758;0.912340013;0.001057750;0.619102742;199;235;87;7715
MD;110;110;199758;644;303000;90;46.9;0.665106;0.007802;0.007767;201527;0.997576278;0.000994876;0.926068072;0.000686721;0.743581660;199;235;87;7715
MD;111;111;200405;647;303000;90;46.9;0.672837;0.007731;0.007695;203870;0.997644601;0.000243894;0.939127457;0.000336916;0.870767535;199;235;87;7715
MD;112;112;203290;2885;303000;90;46.9;0.680495;0.007658;0.007620;206190;0.997716561;0.000478925;0.934258380;0.000466184;0.818844524;199;235;87;7715
MD;113;113;206400;3110;303000;90;46.9;0.688076;0.007581;0.007542;208487;0.997792681;0.000925224;0.927640809;0.000640331;0.749103803;199;235;87;7715
MD;114;114;209219;2819;303000;90;46.9;0.695579;0.007503;0.007462;210760;0.997868453;0.001311669;0.923323113;0.000752966;0.702049412;199;235;87;7715
MD;115;115;212340;3121;303000;90;46.9;0.703000;0.007421;0.007380;213009;0.997943975;0.002031771;0.916612546;0.000926515;0.632408185;199;235;87;7715
MD;116;116;213049;709;303000;90;46.9;0.710338;0.007337;0.007295;215232;0.998006826;0.000913386;0.928738624;0.000615590;0.747413035;199;235;87;7715
MD;117;117;213588;539;303000;90;46.9;0.717589;0.007251;0.007207;217429;0.998049384;0.000203113;0.941626571;0.000287930;0.878785521;199;235;87;7715
MD;118;118;216088;2500;303000;90;46.9;0.724751;0.007163;0.007118;219600;0.998093925;0.000337126;0.938514797;0.000366379;0.843557582;199;235;87;7715
MD;119;119;218944;2856;303000;90;46.9;0.731823;0.007072;0.007026;221742;0.998143498;0.000687747;0.932474078;0.000517397;0.777093115;199;235;87;7715
MD;120;120;221721;2777;303000;90;46.9;0.738803;0.006979;0.006932;223857;0.998195756;0.001119760;0.927016098;0.000652718;0.716730697;199;235;87;7715
MD;121;121;224159;2438;303000;90;46.9;0.745688;0.006885;0.006837;225943;0.998247545;0.001404147;0.924191896;0.000722166;0.683232418;199;235;87;7715
MD;122;122;226973;2814;303000;90;46.9;0.752476;0.006789;0.006740;228000;0.998300088;0.002074700;0.918197525;0.000868370;0.618354890;199;235;87;7715
MD;123;123;227616;643;303000;90;46.9;0.759167;0.006691;0.006641;230028;0.998342998;0.000976828;0.929668380;0.000590849;0.731469848;199;235;87;7715
MD;124;124;228134;518;303000;90;46.9;0.765758;0.006591;0.006541;232025;0.998371392;0.000262261;0.941628936;0.000303796;0.858315221;199;235;87;7715
MD;125;125;230495;2361;303000;90;46.9;0.772247;0.006490;0.006439;233991;0.998402408;0.000445980;0.937939749;0.000391634;0.815168967;199;235;87;7715
MD;126;126;233219;2724;303000;90;46.9;0.778635;0.006387;0.006336;235926;0.998438333;0.000908985;0.931087814;0.000553491;0.737527480;199;235;87;7715
MD;127;127;235578;2359;303000;90;46.9;0.784918;0.006284;0.006231;237830;0.998475503;0.001262348;0.927182216;0.000645028;0.691689055;199;235;87;7715
MD;128;128;237851;2273;303000;90;46.9;0.791097;0.006179;0.006126;239702;0.998513054;0.001622217;0.923826081;0.000723078;0.651706591;199;235;87;7715
MD;129;129;240494;2643;303000;90;46.9;0.797170;0.006073;0.006020;241543;0.998551844;0.002436294;0.917129837;0.000877606;0.578559096;199;235;87;7715
MD;130;130;241109;615;303000;90;46.9;0.803137;0.005966;0.005913;243350;0.998584178;0.001297280;0.927713509;0.000635232;0.684131680;199;235;87;7715
MD;131;131;241626;517;303000;90;46.9;0.808995;0.005859;0.005805;245126;0.998607135;0.000487420;0.938659888;0.000386451;0.802356767;199;235;87;7715
MD;132;132;242175;549;303000;90;46.9;0.814746;0.005751;0.005696;246868;0.998618876;0.000081637;0.948835519;0.000156925;0.918103830;199;235;87;7715
MD;133;133;244688;2513;303000;90;46.9;0.820388;0.005642;0.005587;248578;0.998637374;0.000367988;0.941095952;0.000330199;0.826524399;199;235;87;7715
MD;134;134;247369;2681;303000;90;46.9;0.825921;0.005533;0.005478;250254;0.998662114;0.000996039;0.931694313;0.000539125;0.717350595;199;235;87;7715
MD;135;135;249606;2237;303000;90;46.9;0.831344;0.005423;0.005368;251897;0.998688974;0.001523552;0.926200706;0.000660307;0.653090393;199;235;87;7715
MD;136;136;252063;2457;303000;90;46.9;0.836657;0.005313;0.005258;253507;0.998717948;0.002446058;0.918463666;0.000829731;0.567459766;199;235;87;7715
MD;137;137;252686;623;303000;90;46.9;0.841860;0.005203;0.005148;255084;0.998742127;0.001428595;0.927701045;0.000628919;0.661021753;199;235;87;7715
MD;138;138;253178;492;303000;90;46.9;0.846953;0.005093;0.005038;256627;0.998759641;0.000623427;0.937733051;0.000412401;0.771287525;199;235;87;7715
MD;139;139;254328;1150;303000;90;46.9;0.851937;0.004983;0.004928;258137;0.998774167;0.000440522;0.940969852;0.000343041;0.806266993;199;235;87;7715
MD;140;140;256451;2123;303000;90;46.9;0.856810;0.004874;0.004819;259614;0.998792148;0.000893883;0.934326562;0.000484387;0.725841044;199;235;87;7715
MD;141;141;258423;1972;303000;90;46.9;0.861574;0.004764;0.004709;261057;0.998812130;0.001388166;0.928945729;0.000598067;0.660929987;199;235;87;7715
MD;142;142;260338;1915;303000;90;46.9;0.866229;0.004655;0.004600;262467;0.998833434;0.001961823;0.923876022;0.000704424;0.600697562;199;235;87;7715
MD;143;143;262387;2049;303000;90;46.9;0.870775;0.004546;0.004492;263845;0.998856009;0.002866521;0.917150849;0.000844532;0.525375835;199;235;87;7715
MD;144;144;262829;442;303000;90;46.9;0.875213;0.004438;0.004384;265190;0.998874830;0.001678233;0.926956654;0.000641653;0.625893328;199;235;87;7715
MD;145;145;263162;333;303000;90;46.9;0.879544;0.004330;0.004277;266502;0.998888498;0.000746875;0.937481055;0.000425398;0.744199229;199;235;87;7715
MD;146;146;264723;1561;303000;90;46.9;0.883767;0.004223;0.004170;267781;0.998903084;0.001015900;0.934250620;0.000491326;0.702526727;199;235;87;7715
MD;147;147;266556;1833;303000;90;46.9;0.887884;0.004117;0.004064;269029;0.998919641;0.001666612;0.927693507;0.000624240;0.623464672;199;235;87;7715
MD;148;148;268151;1595;303000;90;46.9;0.891896;0.004012;0.003960;270244;0.998936926;0.002186074;0.923512615;0.000708419;0.572556297;199;235;87;7715
MD;149;149;269521;1370;303000;90;46.9;0.895803;0.003907;0.003856;271428;0.998954151;0.002478601;0.921584625;0.000746979;0.546531197;199;235;87;7715
MD;150;150;271178;1657;303000;90;46.9;0.899607;0.003804;0.003753;272581;0.998972017;0.003333466;0.915936224;0.000859199;0.482809409;199;235;87;7715
MD;151;151;271570;392;303000;90;46.9;0.903309;0.003702;0.003651;273703;0.998987353;0.002107312;0.925092700;0.000678479;0.575681704;199;235;87;7715
MD;152;152;271845;275;303000;90;46.9;0.906910;0.003600;0.003550;274794;0.998999244;0.001063274;0.935258194;0.000479156;0.690037299;199;235;87;7715
MD;153;153;273124;1279;303000;90;46.9;0.910410;0.003500;0.003451;275854;0.999011575;0.001344616;0.932451969;0.000533822;0.652708791;199;235;87;7715
MD;154;154;274634;1510;303000;90;46.9;0.913811;0.003402;0.003353;276885;0.999025102;0.002039643;0.926324516;0.000652418;0.578095757;199;235;87;7715
MD;155;155;276021;1387;303000;90;46.9;0.917115;0.003304;0.003256;277886;0.999039237;0.002713805;0.921439714;0.000746357;0.519734379;199;235;87;7715
MD;156;156;277286;1265;303000;90;46.9;0.920323;0.003208;0.003160;278858;0.999053567;0.003299004;0.917808470;0.000815743;0.476337212;199;235;87;7715
MD;157;157;278921;1635;303000;90;46.9;0.923436;0.003113;0.003066;279801;0.999068568;0.004891483;0.908712287;0.000988456;0.384082690;199;235;87;7715
MD;158;158;279307;386;303000;90;46.9;0.926456;0.003020;0.002973;280716;0.999082247;0.003553002;0.916768565;0.000836451;0.456899656;199;235;87;7715
MD;159;159;279545;238;303000;90;46.9;0.929384;0.002928;0.002882;281603;0.999094037;0.002190745;0.926545155;0.000653140;0.557970932;199;235;87;7715
MD;160;160;280834;1289;303000;90;46.9;0.932221;0.002837;0.002793;282463;0.999106425;0.003071135;0.920391144;0.000767811;0.486413115;199;235;87;7715
MD;161;161;282378;1544;303000;90;46.9;0.934969;0.002748;0.002704;283296;0.999119555;0.004842889;0.909954417;0.000961083;0.380381879;199;235;87;7715
MD;162;162;283792;1414;303000;90;46.9;0.937630;0.002661;0.002618;284102;0.999132773;0.006684555;0.901103980;0.001123975;0.300996696;199;235;87;7715
MD;163;163;285104;1312;303000;90;46.9;0.940206;0.002575;0.002533;284882;0.999145670;0.008549852;0.893434507;0.001264270;0.240414650;199;235;87;7715
MD;164;164;286527;1423;303000;90;46.9;0.942697;0.002491;0.002450;285637;0.999157847;0.011239654;0.883480649;0.001445249;0.176660416;199;235;87;7715
MD;165;165;286901;374;303000;90;46.9;0.945106;0.002409;0.002368;286367;0.999169849;0.009425049;0.890762547;0.001313649;0.214789860;199;235;87;7715
MD;166;166;287224;323;303000;90;46.9;0.947434;0.002328;0.002288;287073;0.999181554;0.007640104;0.898509429;0.001174483;0.262797181;199;235;87;7715
MD;167;167;287738;514;303000;90;46.9;0.949683;0.002249;0.002210;287754;0.999192880;0.006874724;0.902426938;0.001104528;0.286752850;199;235;87;7715
MD;168;168;;;303000;90;46.9;0.951855;0.002172;0.002134;288412;;;;;;199;235;87;7715
MD;169;169;;;303000;90;46.9;0.953951;0.002096;0.002059;289047;;;;;;199;235;87;7715
MD;170;170;;;303000;90;46.9;0.955973;0.002022;0.001986;289660;;;;;;199;235;87;7715
MD;171;171;;;303000;90;46.9;0.957923;0.001950;0.001914;290251;;;;;;199;235;87;7715
MD;172;172;;;303000;90;46.9;0.959803;0.001879;0.001845;290820;;;;;;199;235;87;7715
MD;173;173;;;303000;90;46.9;0.961613;0.001811;0.001777;291369;;;;;;199;235;87;7715
MD;174;174;;;303000;90;46.9;0.963357;0.001744;0.001711;291897;;;;;;199;235;87;7715
MD;175;175;;;303000;90;46.9;0.965035;0.001678;0.001646;292406;;;;;;199;235;87;7715
MD;176;176;;;303000;90;46.9;0.966650;0.001615;0.001583;292895;;;;;;199;235;87;7715
MD;177;177;;;303000;90;46.9;0.968203;0.001553;0.001522;293365;;;;;;199;235;87;7715
MD;178;178;;;303000;90;46.9;0.969695;0.001493;0.001463;293818;;;;;;199;235;87;7715
MD;179;179;;;303000;90;46.9;0.971129;0.001434;0.001405;294252;;;;;;199;235;87;7715
