region;num_dia;dia;valor;valordelta;n;mu;sigma;modelo;modelodelta;densidad;modelo*n;R2ajuste;R2error;R2errorA;R2errorB;pvalor;qnorm0.99;qnorm0.999;diapeak;deltapeak
MD;15;15;638;46;485000;99;27.4;0.001086;0.000125;0.000133;527;0.689257504;0.214425118;2.921877443;-0.157016411;0.082164149;163;184;59;4294
MD;16;16;679;41;485000;99;27.4;0.001226;0.000140;0.000148;595;0.731680122;0.240328056;2.901737627;-0.153462325;0.053880479;163;184;59;4294
MD;17;17;749;70;485000;99;27.4;0.001383;0.000157;0.000165;671;0.772931401;0.243614109;2.833485817;-0.142087024;0.044064503;163;184;59;4294
MD;18;18;768;19;485000;99;27.4;0.001557;0.000175;0.000184;755;0.807163705;0.279758164;2.840522926;-0.143198146;0.024012660;163;184;59;4294
MD;19;19;780;12;485000;99;27.4;0.001752;0.000195;0.000205;850;0.827094588;0.313602397;2.840432945;-0.143184649;0.012648349;163;184;59;4294
MD;20;20;831;51;485000;99;27.4;0.001968;0.000216;0.000228;955;0.837252107;0.323948416;2.791997027;-0.136265232;0.008813891;163;184;59;4294
MD;21;21;924;93;485000;99;27.4;0.002209;0.000240;0.000253;1071;0.847290084;0.315430003;2.713242417;-0.125525967;0.008063307;163;184;59;4294
MD;22;22;997;73;485000;99;27.4;0.002475;0.000267;0.000281;1201;0.847510723;0.318776783;2.660105856;-0.118595111;0.006190670;163;184;59;4294
MD;23;23;1091;94;485000;99;27.4;0.002771;0.000296;0.000311;1344;0.842526129;0.316122164;2.600009231;-0.111083033;0.005230938;163;184;59;4294
MD;24;24;1281;190;485000;99;27.4;0.003098;0.000327;0.000344;1503;0.857532997;0.285366101;2.499531779;-0.099025739;0.007168256;163;184;59;4294
MD;25;25;1328;47;485000;99;27.4;0.003459;0.000361;0.000380;1678;0.845808986;0.301404342;2.481018598;-0.096889603;0.004481312;163;184;59;4294
MD;26;26;1351;23;485000;99;27.4;0.003858;0.000399;0.000419;1871;0.798622270;0.320730017;2.469372830;-0.095595629;0.002560881;163;184;59;4294
MD;27;27;1433;82;485000;99;27.4;0.004298;0.000440;0.000461;2084;0.733928318;0.326276138;2.433934863;-0.091798704;0.001858391;163;184;59;4294
MD;28;28;1617;184;485000;99;27.4;0.004782;0.000484;0.000507;2319;0.688672150;0.312802261;2.370754425;-0.085262796;0.001973973;163;184;59;4294
MD;29;29;1788;171;485000;99;27.4;0.005313;0.000532;0.000557;2577;0.651411888;0.305723440;2.320078959;-0.080195250;0.001866192;163;184;59;4294
MD;30;30;2002;214;485000;99;27.4;0.005897;0.000584;0.000611;2860;0.630416426;0.294872296;2.266223665;-0.074983447;0.001930459;163;184;59;4294
MD;31;31;2461;459;485000;99;27.4;0.006537;0.000640;0.000669;3170;0.679226326;0.252153928;2.171261649;-0.066080758;0.003995870;163;184;59;4294
MD;32;32;2636;175;485000;99;27.4;0.007237;0.000701;0.000732;3510;0.698408204;0.254746593;2.144014690;-0.063603762;0.003219409;163;184;59;4294
MD;33;33;2713;77;485000;99;27.4;0.008003;0.000766;0.000800;3882;0.677602284;0.267436252;2.134724253;-0.062784017;0.002058023;163;184;59;4294
MD;34;34;2958;245;485000;99;27.4;0.008840;0.000836;0.000873;4287;0.655977825;0.264573113;2.100699922;-0.059867646;0.001857554;163;184;59;4294
MD;35;35;3409;451;485000;99;27.4;0.009752;0.000912;0.000952;4730;0.664255261;0.245695447;2.045164009;-0.055239653;0.002462753;163;184;59;4294
MD;36;36;3860;451;485000;99;27.4;0.010745;0.000993;0.001036;5211;0.685687829;0.231823438;1.998418463;-0.051449474;0.002948570;163;184;59;4294
MD;37;37;4487;627;485000;99;27.4;0.011825;0.001080;0.001125;5735;0.726797393;0.209566962;1.941452384;-0.046952152;0.004386010;163;184;59;4294
MD;38;38;5305;818;485000;99;27.4;0.012998;0.001173;0.001222;6304;0.782074674;0.181220010;1.877061032;-0.041998971;0.007707394;163;184;59;4294
MD;39;39;5584;279;485000;99;27.4;0.014270;0.001272;0.001324;6921;0.807856983;0.187369806;1.867042385;-0.041247572;0.005916727;163;184;59;4294
MD;40;40;5764;180;485000;99;27.4;0.015648;0.001378;0.001433;7589;0.809667795;0.198025858;1.864952222;-0.041094634;0.004012341;163;184;59;4294
MD;41;41;6178;414;485000;99;27.4;0.017139;0.001491;0.001549;8312;0.804903898;0.199107809;1.846861942;-0.039802471;0.003453540;163;184;59;4294
MD;42;42;7274;1096;485000;99;27.4;0.018749;0.001610;0.001673;9093;0.822898568;0.173660888;1.790871910;-0.035896190;0.006045316;163;184;59;4294
MD;43;43;8309;1035;485000;99;27.4;0.020487;0.001737;0.001803;9936;0.847457073;0.156732070;1.747339944;-0.032928101;0.008591692;163;184;59;4294
MD;44;44;9487;1178;485000;99;27.4;0.022359;0.001872;0.001942;10844;0.874345697;0.139629009;1.704054162;-0.030042382;0.012471002;163;184;59;4294
MD;45;45;11105;1618;485000;99;27.4;0.024373;0.002014;0.002088;11821;0.903227622;0.114833056;1.648696927;-0.026432128;0.022781539;163;184;59;4294
MD;46;46;11625;520;485000;99;27.4;0.026538;0.002165;0.002242;12871;0.919423720;0.120688390;1.646725852;-0.026306314;0.018003056;163;184;59;4294
MD;47;47;11978;353;485000;99;27.4;0.028861;0.002323;0.002405;13997;0.925406031;0.130108714;1.651307097;-0.026592642;0.012746745;163;184;59;4294
MD;48;48;12663;685;485000;99;27.4;0.031350;0.002489;0.002575;15205;0.926690224;0.133417933;1.644076476;-0.026149951;0.010686147;163;184;59;4294
MD;49;49;14765;2102;485000;99;27.4;0.034014;0.002664;0.002755;16497;0.936336337;0.110827804;1.594663734;-0.023185187;0.019423456;163;184;59;4294
MD;50;50;16741;1976;485000;99;27.4;0.036862;0.002848;0.002942;17878;0.947508097;0.095889544;1.556693569;-0.020951647;0.028644278;163;184;59;4294
MD;51;51;18935;2194;485000;99;27.4;0.039902;0.003040;0.003139;19352;0.958114804;0.081597964;1.519317851;-0.018795356;0.042158168;163;184;59;4294
MD;52;52;21938;3003;485000;99;27.4;0.043143;0.003241;0.003344;20924;0.966647750;0.061391937;1.468942057;-0.015943896;0.076557331;163;184;59;4294
MD;53;53;22739;801;485000;99;27.4;0.046592;0.003450;0.003557;22597;0.972906832;0.067299755;1.474967015;-0.016278616;0.060677065;163;184;59;4294
MD;54;54;23243;504;485000;99;27.4;0.050260;0.003668;0.003780;24376;0.976660480;0.076082030;1.486855336;-0.016927070;0.043502943;163;184;59;4294
MD;55;55;24391;1148;485000;99;27.4;0.054155;0.003894;0.004010;26265;0.978744505;0.079460879;1.485606676;-0.016860177;0.037068516;163;184;59;4294
MD;56;56;27684;3293;485000;99;27.4;0.058284;0.004129;0.004250;28268;0.982122723;0.064846230;1.447883822;-0.014874764;0.058225778;163;184;59;4294
MD;57;57;30795;3111;485000;99;27.4;0.062657;0.004373;0.004497;30389;0.985132789;0.055114560;1.418891485;-0.013375160;0.078776970;163;184;59;4294
MD;58;58;33755;2960;485000;99;27.4;0.067281;0.004624;0.004753;32631;0.987394272;0.048657820;1.396789321;-0.012251321;0.096127947;163;184;59;4294
MD;59;59;38049;4294;485000;99;27.4;0.072165;0.004884;0.005016;35000;0.987960884;0.036542607;1.359805706;-0.010402141;0.146965634;163;184;59;4294
MD;60;60;39189;1140;485000;99;27.4;0.077316;0.005151;0.005287;37498;0.989425522;0.041745350;1.369509546;-0.010879379;0.117370187;163;184;59;4294
MD;61;61;39899;710;485000;99;27.4;0.082742;0.005426;0.005565;40130;0.990880042;0.049147896;1.384028619;-0.011581914;0.085961399;163;184;59;4294
MD;62;62;41250;1351;485000;99;27.4;0.088449;0.005707;0.005851;42898;0.991719216;0.053926801;1.390152076;-0.011873508;0.069336975;163;184;59;4294
MD;63;63;45194;3944;485000;99;27.4;0.094445;0.005996;0.006142;45806;0.992788612;0.047236956;1.368505294;-0.010858815;0.087069572;163;184;59;4294
MD;64;64;48575;3381;485000;99;27.4;0.100735;0.006290;0.006439;48857;0.993749549;0.044284526;1.355722930;-0.010268859;0.095101889;163;184;59;4294
MD;65;65;51949;3374;485000;99;27.4;0.107326;0.006590;0.006742;52053;0.994581514;0.042153035;1.345151648;-0.009788347;0.100861569;163;184;59;4294
MD;66;66;;;485000;99;27.4;0.114221;0.006896;0.007050;55397;;;;;;163;184;59;4294
MD;67;67;;;485000;99;27.4;0.121427;0.007205;0.007362;58892;;;;;;163;184;59;4294
MD;68;68;;;485000;99;27.4;0.128946;0.007519;0.007677;62539;;;;;;163;184;59;4294
MD;69;69;;;485000;99;27.4;0.136782;0.007836;0.007996;66339;;;;;;163;184;59;4294
MD;70;70;;;485000;99;27.4;0.144938;0.008156;0.008316;70295;;;;;;163;184;59;4294
MD;71;71;;;485000;99;27.4;0.153415;0.008477;0.008638;74406;;;;;;163;184;59;4294
MD;72;72;;;485000;99;27.4;0.162213;0.008799;0.008960;78674;;;;;;163;184;59;4294
MD;73;73;;;485000;99;27.4;0.171334;0.009121;0.009282;83097;;;;;;163;184;59;4294
MD;74;74;;;485000;99;27.4;0.180777;0.009442;0.009603;87677;;;;;;163;184;59;4294
MD;75;75;;;485000;99;27.4;0.190539;0.009762;0.009921;92411;;;;;;163;184;59;4294
MD;76;76;;;485000;99;27.4;0.200618;0.010079;0.010237;97300;;;;;;163;184;59;4294
MD;77;77;;;485000;99;27.4;0.211011;0.010393;0.010548;102340;;;;;;163;184;59;4294
MD;78;78;;;485000;99;27.4;0.221712;0.010702;0.010854;107530;;;;;;163;184;59;4294
MD;79;79;;;485000;99;27.4;0.232717;0.011005;0.011155;112868;;;;;;163;184;59;4294
MD;80;80;;;485000;99;27.4;0.244020;0.011302;0.011448;118350;;;;;;163;184;59;4294
MD;81;81;;;485000;99;27.4;0.255612;0.011592;0.011734;123972;;;;;;163;184;59;4294
MD;82;82;;;485000;99;27.4;0.267485;0.011873;0.012011;129730;;;;;;163;184;59;4294
MD;83;83;;;485000;99;27.4;0.279630;0.012145;0.012278;135620;;;;;;163;184;59;4294
MD;84;84;;;485000;99;27.4;0.292036;0.012407;0.012534;141638;;;;;;163;184;59;4294
MD;85;85;;;485000;99;27.4;0.304693;0.012657;0.012778;147776;;;;;;163;184;59;4294
MD;86;86;;;485000;99;27.4;0.317589;0.012895;0.013010;154030;;;;;;163;184;59;4294
