region;num_dia;dia;valor;valordelta;n;mu;sigma;modelo;modelodelta;densidad;modelo*n;R2ajuste;R2error;R2errorA;R2errorB;pvalor;qnorm0.99;qnorm0.999;diapeak;deltapeak
MD;75;75;79580;1074;221000;83;23.9;0.368915;0.015668;0.015783;81530;0.996669487;0.041518961;1.371463509;-0.008933127;0.079526763;139;157;80;6650
MD;76;76;81503;1923;221000;83;23.9;0.384804;0.015889;0.015991;85042;0.996685494;0.044531710;1.375369201;-0.009085297;0.067271962;139;157;80;6650
MD;77;77;86673;5170;221000;83;23.9;0.400889;0.016085;0.016174;88597;0.996911807;0.038697753;1.355355105;-0.008315524;0.086390492;139;157;80;6650
MD;78;78;91767;5094;221000;83;23.9;0.417144;0.016255;0.016331;92189;0.997194788;0.033789785;1.337286324;-0.007629367;0.107178969;139;157;80;6650
MD;79;79;96550;4783;221000;83;23.9;0.433542;0.016398;0.016460;95813;0.997447569;0.030185302;1.322595430;-0.007078459;0.125698947;139;157;80;6650
MD;80;80;103200;6650;221000;83;23.9;0.450055;0.016513;0.016561;99462;0.997489160;0.023050038;1.296080108;-0.006096410;0.178826664;139;157;80;6650
MD;81;81;105351;2151;221000;83;23.9;0.466655;0.016600;0.016634;103131;0.997651194;0.025411117;1.301441471;-0.006292557;0.155175394;139;157;80;6650
MD;82;82;106886;1535;221000;83;23.9;0.483313;0.016658;0.016678;106812;0.997849209;0.028996999;1.310441018;-0.006617842;0.126135936;139;157;80;6650
MD;83;83;109468;2582;221000;83;23.9;0.500000;0.016687;0.016692;110500;0.998010287;0.030502781;1.311916551;-0.006670540;0.114296134;139;157;80;6650
MD;84;84;115871;6403;221000;83;16.4;0.524311;0.024311;0.024281;115873;0.998176343;0.028187680;1.301400805;-0.006299396;0.126871460;121;134;80;6650
MD;85;85;;;221000;83;16.4;0.548531;0.024220;0.024146;121225;;;;;;121;134;80;6650
MD;86;86;;;221000;83;16.4;0.572572;0.024041;0.023922;126538;;;;;;121;134;80;6650
MD;87;87;;;221000;83;16.4;0.596347;0.023775;0.023613;131793;;;;;;121;134;80;6650
MD;88;88;;;221000;83;16.4;0.619770;0.023424;0.023221;136969;;;;;;121;134;80;6650
MD;89;89;;;221000;83;16.4;0.642763;0.022992;0.022751;142051;;;;;;121;134;80;6650
MD;90;90;;;221000;83;16.4;0.665248;0.022485;0.022208;147020;;;;;;121;134;80;6650
MD;91;91;;;221000;83;16.4;0.687156;0.021908;0.021597;151861;;;;;;121;134;80;6650
MD;92;92;;;221000;83;16.4;0.708422;0.021266;0.020925;156561;;;;;;121;134;80;6650
MD;93;93;;;221000;83;16.4;0.728988;0.020566;0.020199;161106;;;;;;121;134;80;6650
MD;94;94;;;221000;83;16.4;0.748804;0.019816;0.019426;165486;;;;;;121;134;80;6650
MD;95;95;;;221000;83;16.4;0.767826;0.019022;0.018613;169690;;;;;;121;134;80;6650
MD;96;96;;;221000;83;16.4;0.786019;0.018192;0.017767;173710;;;;;;121;134;80;6650
MD;97;97;;;221000;83;16.4;0.803353;0.017334;0.016898;177541;;;;;;121;134;80;6650
MD;98;98;;;221000;83;16.4;0.819808;0.016455;0.016011;181178;;;;;;121;134;80;6650
MD;99;99;;;221000;83;16.4;0.835371;0.015563;0.015114;184617;;;;;;121;134;80;6650
MD;100;100;;;221000;83;16.4;0.850035;0.014664;0.014215;187858;;;;;;121;134;80;6650
MD;101;101;;;221000;83;16.4;0.863802;0.013766;0.013319;190900;;;;;;121;134;80;6650
MD;102;102;;;221000;83;16.4;0.876677;0.012876;0.012434;193746;;;;;;121;134;80;6650
MD;103;103;;;221000;83;16.4;0.888675;0.011998;0.011564;196397;;;;;;121;134;80;6650
MD;104;104;;;221000;83;16.4;0.899813;0.011138;0.010716;198859;;;;;;121;134;80;6650
MD;105;105;;;221000;83;16.4;0.910115;0.010302;0.009892;201135;;;;;;121;134;80;6650
