region;num_dia;dia;valor;valordelta;n;mu;sigma;modelo;modelodelta;densidad;modelo*n;R2ajuste;R2error;R2errorA;R2errorB;pvalor;qnorm0.99;qnorm0.999;diapeak;deltapeak
MD;15;15;638;46;258000;86;24.5;0.001878;0.000230;0.000244;485;0.508520834;0.229655562;3.302337280;-0.184721834;0.070691391;143;162;87;7715
MD;16;16;679;41;258000;86;24.5;0.002137;0.000259;0.000275;551;0.568098317;0.254751753;3.273415329;-0.179617960;0.046158173;143;162;87;7715
MD;17;17;749;70;258000;86;24.5;0.002429;0.000291;0.000309;627;0.628273584;0.259022722;3.195853614;-0.166691007;0.036939599;143;162;87;7715
MD;18;18;768;19;258000;86;24.5;0.002756;0.000327;0.000346;711;0.681204319;0.292578207;3.193910963;-0.166384273;0.020453783;143;162;87;7715
MD;19;19;780;12;258000;86;24.5;0.003122;0.000366;0.000387;805;0.720858119;0.323605190;3.184695025;-0.165001882;0.011030227;143;162;87;7715
MD;20;20;831;51;258000;86;24.5;0.003531;0.000409;0.000432;911;0.751724592;0.333373913;3.127447854;-0.156823715;0.007680836;143;162;87;7715
MD;21;21;924;93;258000;86;24.5;0.003988;0.000457;0.000482;1029;0.781865720;0.326423399;3.040470368;-0.144963149;0.006821085;143;162;87;7715
MD;22;22;997;73;258000;86;24.5;0.004497;0.000509;0.000537;1160;0.800654243;0.329680736;2.979049872;-0.136951780;0.005198018;143;162;87;7715
MD;23;23;1091;94;258000;86;24.5;0.005064;0.000567;0.000597;1307;0.811753615;0.327584927;2.911118265;-0.128460329;0.004318039;143;162;87;7715
MD;24;24;1281;190;258000;86;24.5;0.005693;0.000629;0.000662;1469;0.838425864;0.301199619;2.804146382;-0.115623703;0.005483048;143;162;87;7715
MD;25;25;1328;47;258000;86;24.5;0.006391;0.000698;0.000734;1649;0.836098416;0.315222229;2.777372569;-0.112534417;0.003497376;143;162;87;7715
MD;26;26;1351;23;258000;86;24.5;0.007163;0.000772;0.000812;1848;0.796497332;0.331976195;2.757499630;-0.110326312;0.002066462;143;162;87;7715
MD;27;27;1433;82;258000;86;24.5;0.008017;0.000853;0.000896;2068;0.736726383;0.336599485;2.714839410;-0.105755575;0.001512514;143;162;87;7715
MD;28;28;1617;184;258000;86;24.5;0.008958;0.000942;0.000988;2311;0.693011935;0.324852922;2.645687935;-0.098601974;0.001543990;143;162;87;7715
MD;29;29;1788;171;258000;86;24.5;0.009995;0.001037;0.001087;2579;0.654535894;0.318506427;2.588908682;-0.092924048;0.001427573;143;162;87;7715
MD;30;30;2002;214;258000;86;24.5;0.011135;0.001140;0.001195;2873;0.630225207;0.308896467;2.529369273;-0.087162170;0.001429258;143;162;87;7715
MD;31;31;2461;459;258000;86;24.5;0.012387;0.001252;0.001310;3196;0.675755176;0.272152136;2.430641900;-0.077906479;0.002614063;143;162;87;7715
MD;32;32;2636;175;258000;86;24.5;0.013759;0.001372;0.001435;3550;0.690760936;0.274029992;2.397201344;-0.074866428;0.002108161;143;162;87;7715
MD;33;33;2713;77;258000;86;24.5;0.015260;0.001501;0.001569;3937;0.663856230;0.284665573;2.381223381;-0.073456608;0.001386478;143;162;87;7715
MD;34;34;2958;245;258000;86;24.5;0.016900;0.001640;0.001712;4360;0.635590790;0.281726352;2.341756707;-0.070073750;0.001240275;143;162;87;7715
MD;35;35;3409;451;258000;86;24.5;0.018688;0.001788;0.001866;4822;0.638957791;0.264982884;2.281879231;-0.065083961;0.001556398;143;162;87;7715
MD;36;36;3860;451;258000;86;24.5;0.020635;0.001947;0.002029;5324;0.656898181;0.252448001;2.230625575;-0.060928259;0.001791785;143;162;87;7715
MD;37;37;4487;627;258000;86;24.5;0.022750;0.002116;0.002204;5870;0.697187201;0.232541332;2.169733143;-0.056120962;0.002507640;143;162;87;7715
MD;38;38;5305;818;258000;86;24.5;0.025046;0.002296;0.002389;6462;0.754729606;0.207040043;2.101842892;-0.050898635;0.004101244;143;162;87;7715
MD;39;39;5584;279;258000;86;24.5;0.027532;0.002487;0.002586;7103;0.780038753;0.212022184;2.086386913;-0.049739436;0.003181064;143;162;87;7715
MD;40;40;5764;180;258000;86;24.5;0.030221;0.002689;0.002794;7797;0.778862335;0.220995428;2.078743040;-0.049180128;0.002207321;143;162;87;7715
MD;41;41;6178;414;258000;86;24.5;0.033125;0.002903;0.003014;8546;0.770682687;0.221336940;2.055816225;-0.047542499;0.001908808;143;162;87;7715
MD;42;42;7274;1096;258000;86;24.5;0.036254;0.003129;0.003246;9353;0.788945809;0.197989280;1.996311533;-0.043391009;0.003151285;143;162;87;7715
MD;43;43;8309;1035;258000;86;24.5;0.039621;0.003367;0.003490;10222;0.815574098;0.181987113;1.948920482;-0.040159801;0.004335123;143;162;87;7715
MD;44;44;9487;1178;258000;86;24.5;0.043238;0.003617;0.003746;11155;0.845828100;0.165603317;1.901788666;-0.037017680;0.006117596;143;162;87;7715
MD;45;45;11105;1618;258000;86;24.5;0.047117;0.003879;0.004014;12156;0.879804742;0.141699701;1.842846297;-0.033173612;0.010814944;143;162;87;7715
MD;46;46;11625;520;258000;86;24.5;0.051271;0.004154;0.004295;13228;0.898359593;0.146617922;1.836218137;-0.032750538;0.008627600;143;162;87;7715
MD;47;47;11978;353;258000;86;24.5;0.055711;0.004440;0.004587;14373;0.904714662;0.154849778;1.836160481;-0.032746934;0.006209872;143;162;87;7715
MD;48;48;12663;685;258000;86;24.5;0.060448;0.004738;0.004891;15596;0.905770125;0.157205441;1.824552965;-0.032036270;0.005272128;143;162;87;7715
MD;49;49;14765;2102;258000;86;24.5;0.065496;0.005047;0.005206;16898;0.917222336;0.134809941;1.771073548;-0.028827505;0.009455275;143;162;87;7715
MD;50;50;16741;1976;258000;86;24.5;0.070864;0.005368;0.005532;18283;0.930986141;0.119419398;1.728884925;-0.026345821;0.013971315;143;162;87;7715
MD;51;51;18935;2194;258000;86;24.5;0.076564;0.005700;0.005869;19753;0.944547712;0.104377655;1.687174109;-0.023939428;0.020754889;143;162;87;7715
MD;52;52;21938;3003;258000;86;24.5;0.082606;0.006042;0.006217;21312;0.956502438;0.082860805;1.632172985;-0.020826157;0.038516114;143;162;87;7715
MD;53;53;22739;801;258000;86;24.5;0.089000;0.006394;0.006573;22962;0.964652476;0.088206535;1.634289094;-0.020943719;0.030804162;143;162;87;7715
MD;54;54;23243;504;258000;86;24.5;0.095755;0.006755;0.006939;24705;0.969336108;0.096379552;1.642504187;-0.021391815;0.022328733;143;162;87;7715
MD;55;55;24391;1148;258000;86;24.5;0.102881;0.007125;0.007313;26543;0.972066931;0.098899286;1.637322225;-0.021114210;0.019368247;143;162;87;7715
MD;56;56;27684;3293;258000;86;24.5;0.110384;0.007503;0.007694;28479;0.976445792;0.082726484;1.594324121;-0.018851151;0.031597282;143;162;87;7715
MD;57;57;30795;3111;258000;86;24.5;0.118271;0.007887;0.008082;30514;0.980449555;0.071460670;1.560211079;-0.017086684;0.044403094;143;162;87;7715
MD;58;58;33755;2960;258000;86;24.5;0.126549;0.008278;0.008475;32650;0.983522571;0.063570784;1.533155937;-0.015710999;0.056216120;143;162;87;7715
MD;59;59;38049;4294;258000;86;24.5;0.135222;0.008673;0.008872;34887;0.984662094;0.049339974;1.490113640;-0.013558884;0.090861192;143;162;87;7715
MD;60;60;39189;1140;258000;86;24.5;0.144294;0.009072;0.009272;37228;0.986496151;0.054125220;1.496781936;-0.013886833;0.073645367;143;162;87;7715
MD;61;61;39899;710;258000;86;24.5;0.153767;0.009474;0.009675;39672;0.988355827;0.061139322;1.508757083;-0.014466275;0.054708143;143;162;87;7715
MD;62;62;41250;1351;258000;86;24.5;0.163644;0.009876;0.010078;42220;0.989723369;0.065170525;1.511732940;-0.014607983;0.045228363;143;162;87;7715
MD;63;63;45194;3944;258000;86;24.5;0.173923;0.010279;0.010480;44872;0.991087174;0.056686403;1.484202800;-0.013317507;0.060237603;143;162;87;7715
MD;64;64;48575;3381;258000;86;24.5;0.184604;0.010681;0.010881;47628;0.992204580;0.052270975;1.466311344;-0.012491748;0.069197332;143;162;87;7715
MD;65;65;51949;3374;258000;86;24.5;0.195683;0.011079;0.011277;50486;0.993080193;0.048732289;1.450764304;-0.011785064;0.077209305;143;162;87;7715
MD;66;66;56467;4518;258000;86;24.5;0.207157;0.011474;0.011669;53446;0.993428975;0.041635211;1.425681685;-0.010661962;0.100309842;143;162;87;7715
MD;67;67;57540;1073;258000;86;24.5;0.219019;0.011862;0.012054;56507;0.994171161;0.047215382;1.436616613;-0.011144385;0.077345121;143;162;87;7715
MD;68;68;58448;908;258000;86;24.5;0.231263;0.012244;0.012432;59666;0.994735658;0.053466296;1.448254937;-0.011650399;0.057801456;143;162;87;7715
MD;69;69;59891;1443;258000;86;24.5;0.243880;0.012617;0.012800;62921;0.994849011;0.058038992;1.454266743;-0.011908048;0.046142375;143;162;87;7715
MD;70;70;64039;4148;258000;86;24.5;0.256858;0.012979;0.013156;66269;0.995185014;0.053409171;1.437085653;-0.011182087;0.054243470;143;162;87;7715
MD;71;71;67857;3818;258000;86;24.5;0.270188;0.013329;0.013500;69708;0.995567832;0.050555228;1.424325404;-0.010650410;0.059407674;143;162;87;7715
MD;72;72;71587;3730;258000;86;24.5;0.283855;0.013667;0.013831;73234;0.995945237;0.048429799;1.413552439;-0.010207685;0.063240362;143;162;87;7715
MD;73;73;76796;5209;258000;86;24.5;0.297844;0.013989;0.014145;76844;0.996387356;0.042390275;1.392759247;-0.009364718;0.080545485;143;162;87;7715
MD;74;74;78506;1710;258000;86;24.5;0.312139;0.014295;0.014443;80532;0.996643219;0.046410719;1.399269022;-0.009625109;0.065274883;143;162;87;7715
MD;75;75;79580;1074;258000;86;24.5;0.326723;0.014584;0.014722;84295;0.996419272;0.052142804;1.409792452;-0.010040507;0.048786328;143;162;87;7715
MD;76;76;81503;1923;258000;86;24.5;0.341577;0.014854;0.014982;88127;0.995769961;0.055694910;1.413719175;-0.010193497;0.040133697;143;162;87;7715
MD;77;77;86673;5170;258000;86;24.5;0.356680;0.015103;0.015221;92023;0.995582290;0.050314646;1.395856673;-0.009506477;0.049858029;143;162;87;7715
MD;78;78;91767;5094;258000;86;24.5;0.372011;0.015331;0.015438;95979;0.995670861;0.045780463;1.379841747;-0.008898315;0.059970032;143;162;87;7715
MD;79;79;96550;4783;258000;86;24.5;0.387548;0.015537;0.015632;99988;0.995880954;0.042522520;1.366954002;-0.008415025;0.068262648;143;162;87;7715
MD;80;80;103200;6650;258000;86;24.5;0.403268;0.015719;0.015802;104043;0.996271303;0.035334833;1.343520229;-0.007547108;0.094965960;143;162;87;7715
MD;81;81;105351;2151;258000;86;24.5;0.419145;0.015877;0.015948;108139;0.996505820;0.038392132;1.348691151;-0.007736288;0.079588445;143;162;87;7715
MD;82;82;106886;1535;258000;86;24.5;0.435155;0.016010;0.016068;112270;0.996443347;0.042748709;1.357082208;-0.008039579;0.062361092;143;162;87;7715
MD;83;83;109468;2582;258000;86;24.5;0.451272;0.016117;0.016162;116428;0.996180846;0.044899976;1.358782745;-0.008100312;0.054469067;143;162;87;7715
MD;84;84;115871;6403;258000;86;24.5;0.467469;0.016198;0.016229;120607;0.996266667;0.038546142;1.338524351;-0.007385310;0.073468098;143;162;87;7715
MD;85;85;121712;5841;258000;86;24.5;0.483721;0.016252;0.016270;124800;0.996492209;0.034059863;1.322507089;-0.006826568;0.090863439;143;162;87;7715
MD;86;86;127427;5715;258000;86;24.5;0.500000;0.016279;0.016283;129000;0.996769464;0.030240136;1.307973747;-0.006325419;0.109314535;143;162;87;7715
MD;87;87;135142;7715;258000;86;24.5;0.516279;0.016279;0.016270;133200;0.997024617;0.023274947;1.283139517;-0.005478797;0.158336670;143;162;87;7715
MD;88;88;136991;1849;258000;86;24.5;0.532531;0.016252;0.016229;137393;0.997267357;0.026435548;1.291308024;-0.005754140;0.130149458;143;162;87;7715
MD;89;89;138199;1208;258000;86;24.5;0.548728;0.016198;0.016162;141572;0.997397886;0.030705980;1.302307630;-0.006120794;0.100487708;143;162;87;7715
MD;90;90;140500;2301;258000;86;28.8;0.555231;0.006503;0.013719;143250;0.997537509;0.032464247;1.304559946;-0.006195046;0.089250160;153;175;87;7715
MD;91;91;145958;5458;258000;86;28.8;0.568914;0.013683;0.013645;146780;0.997710905;0.027461636;1.286766974;-0.005614840;0.116450606;153;175;87;7715
MD;92;92;150968;5010;258000;86;28.8;0.582516;0.013601;0.013555;150289;0.997871984;0.023822597;1.272366989;-0.005150325;0.141830352;153;175;87;7715
MD;93;93;155642;4674;258000;86;28.8;0.596019;0.013503;0.013449;153773;0.998004326;0.021082247;1.260460527;-0.004770331;0.164934608;153;175;87;7715
MD;94;94;161388;5746;258000;86;28.8;0.609409;0.013390;0.013328;157227;0.998064426;0.016728545;1.242184403;-0.004193190;0.214076185;153;175;87;7715
MD;95;95;162865;1477;258000;86;28.8;0.622670;0.013261;0.013192;160649;0.998170790;0.019462323;1.250813288;-0.004462843;0.177544743;153;175;87;7715
MD;96;96;163828;963;258000;86;28.8;0.635788;0.013118;0.013042;164033;0.998283251;0.023136865;1.261983721;-0.004808320;0.139020310;153;175;87;7715
MD;97;97;165801;1973;258000;86;28.8;0.648749;0.012961;0.012878;167377;0.998374352;0.025084605;1.266143292;-0.004935654;0.121273693;153;175;87;7715
MD;98;98;170405;4604;258000;86;28.8;0.661539;0.012790;0.012700;170677;0.998468703;0.021947129;1.253436795;-0.004550609;0.145448967;153;175;87;7715
MD;99;99;174184;3779;258000;86;28.8;0.674145;0.012606;0.012510;173930;0.998555829;0.020457557;1.246004949;-0.004327653;0.157853271;153;175;87;7715
MD;100;100;177479;3295;258000;86;28.8;0.686556;0.012410;0.012308;177131;0.998635640;0.019805096;1.241517697;-0.004194369;0.162541896;153;175;87;7715
MD;101;101;181561;4082;258000;86;28.8;0.698759;0.012203;0.012095;180280;0.998705303;0.017703522;1.231810514;-0.003908863;0.184692740;153;175;87;7715
MD;102;102;182651;1090;258000;86;28.8;0.710743;0.011984;0.011871;183372;0.998770749;0.020739191;1.241167793;-0.004181405;0.148723704;153;175;87;7715
MD;103;103;183197;546;258000;86;28.8;0.722498;0.011755;0.011637;186404;0.998802303;0.024867904;1.253374242;-0.004533515;0.111637777;153;175;87;7715
MD;104;104;185504;2307;258000;86;28.8;0.734014;0.011517;0.011394;189376;0.998819459;0.025563292;1.253319143;-0.004531940;0.104962522;153;175;87;7715
MD;105;105;188929;3425;258000;86;28.8;0.745284;0.011269;0.011143;192283;0.998846067;0.023771646;1.245435959;-0.004308831;0.116328058;153;175;87;7715
MD;106;106;191976;3047;258000;86;28.8;0.756298;0.011014;0.010884;195125;0.998874782;0.022708585;1.239844194;-0.004152053;0.123095527;153;175;87;7715
MD;107;107;195005;3029;258000;86;28.8;0.767050;0.010752;0.010619;197899;0.998905706;0.021579001;1.234048485;-0.003991061;0.131074041;153;175;87;7715
MD;108;108;198307;3302;258000;86;28.8;0.777533;0.010483;0.010347;200604;0.998942041;0.019786129;1.226012697;-0.003769892;0.146491972;153;175;87;7715
MD;109;109;199114;807;258000;86;28.8;0.787742;0.010209;0.010070;203237;0.998950576;0.023003951;1.235269122;-0.004022340;0.115405719;153;175;87;7715
MD;110;110;199758;644;258000;86;28.8;0.797672;0.009930;0.009789;205799;0.998919011;0.026651358;1.245047462;-0.004286620;0.088362597;153;175;87;7715
MD;111;111;200405;647;258000;86;28.8;0.807318;0.009646;0.009504;208288;0.998840054;0.030372376;1.254153075;-0.004530520;0.067345635;153;175;87;7715
MD;112;112;203290;2885;258000;86;28.8;0.816678;0.009360;0.009216;210703;0.998781221;0.028211746;1.245820705;-0.004309307;0.076691107;153;175;87;7715
MD;113;113;206400;3110;258000;86;28.8;0.825749;0.009071;0.008926;213043;0.998747131;0.025347996;1.235350429;-0.004033773;0.092109118;153;175;87;7715
MD;114;114;209219;2819;258000;86;28.8;0.834530;0.008781;0.008635;215309;0.998728584;0.023194226;1.226756667;-0.003809588;0.105746188;153;175;87;7715
MD;115;115;212340;3121;258000;86;28.8;0.843019;0.008489;0.008343;217499;0.998729871;0.020186945;1.215257197;-0.003512188;0.129849140;153;175;87;7715
MD;116;116;213049;709;258000;86;28.8;0.851217;0.008198;0.008052;219614;0.998704293;0.023090209;1.223301150;-0.003718443;0.103451076;153;175;87;7715
MD;117;117;213588;539;258000;86;28.8;0.859123;0.007906;0.007761;221654;0.998645919;0.026471579;1.232174044;-0.003944025;0.079656563;153;175;87;7715
MD;118;118;216088;2500;258000;86;28.8;0.866740;0.007616;0.007472;223619;0.998604555;0.024099870;1.223189994;-0.003717537;0.093231277;153;175;87;7715
MD;119;119;218944;2856;258000;86;28.8;0.874068;0.007328;0.007185;225510;0.998586541;0.020578834;1.210418449;-0.003398248;0.119604956;153;175;87;7715
MD;120;120;221721;2777;258000;86;28.8;0.881110;0.007042;0.006900;227326;0.998587002;0.017328196;1.197798312;-0.003085352;0.151812727;153;175;87;7715
MD;121;121;224159;2438;258000;86;28.8;0.887870;0.006760;0.006619;229070;0.998598072;0.015021621;1.187829523;-0.002840218;0.180489033;153;175;87;7715
MD;122;122;226973;2814;258000;86;28.8;0.894350;0.006480;0.006342;230742;0.998622446;0.011751169;1.173428167;-0.002488965;0.234625422;153;175;87;7715
MD;123;123;227616;643;258000;86;28.8;0.900555;0.006205;0.006069;232343;0.998634607;0.013779823;1.180853044;-0.002668599;0.195985810;153;175;87;7715
MD;124;124;228134;518;258000;86;28.8;0.906490;0.005934;0.005801;233874;0.998632492;0.016168095;1.188979221;-0.002863628;0.159337207;153;175;87;7715
MD;125;125;230495;2361;258000;86;28.8;0.912158;0.005669;0.005538;235337;0.998642578;0.013073617;1.175834734;-0.002550664;0.204196905;153;175;87;7715
MD;126;126;233219;2724;258000;86;28.8;0.917567;0.005408;0.005280;236732;0.998665905;0.009152504;1.157657300;-0.002121276;0.286594281;153;175;87;7715
MD;127;127;235578;2359;258000;86;28.8;0.922720;0.005154;0.005028;238062;0.998695557;0.006534137;1.143010227;-0.001777985;0.366300063;153;175;87;7715
MD;128;128;237851;2273;258000;86;28.8;0.927626;0.004905;0.004783;239327;0.998728527;0.004361495;1.128533377;-0.001441314;0.458902608;153;175;87;7715
MD;129;129;240494;2643;258000;86;28.8;0.932289;0.004663;0.004544;240530;0.998762713;0.001995041;1.108195713;-0.000971983;0.615231449;153;175;87;7715
MD;130;130;;;258000;86;28.8;0.936716;0.004427;0.004312;241673;;;;;;153;175;87;7715
MD;131;131;;;258000;86;28.8;0.940915;0.004199;0.004087;242756;;;;;;153;175;87;7715
MD;132;132;;;258000;86;28.8;0.944892;0.003977;0.003869;243782;;;;;;153;175;87;7715
MD;133;133;;;258000;86;28.8;0.948654;0.003762;0.003658;244753;;;;;;153;175;87;7715
MD;134;134;;;258000;86;28.8;0.952210;0.003555;0.003454;245670;;;;;;153;175;87;7715
MD;135;135;;;258000;86;28.8;0.955565;0.003355;0.003258;246536;;;;;;153;175;87;7715
MD;136;136;;;258000;86;28.8;0.958728;0.003163;0.003069;247352;;;;;;153;175;87;7715
MD;137;137;;;258000;86;28.8;0.961706;0.002978;0.002888;248120;;;;;;153;175;87;7715
MD;138;138;;;258000;86;28.8;0.964506;0.002800;0.002714;248843;;;;;;153;175;87;7715
MD;139;139;;;258000;86;28.8;0.967136;0.002630;0.002548;249521;;;;;;153;175;87;7715
MD;140;140;;;258000;86;28.8;0.969604;0.002467;0.002388;250158;;;;;;153;175;87;7715
MD;141;141;;;258000;86;28.8;0.971916;0.002312;0.002237;250754;;;;;;153;175;87;7715
MD;142;142;;;258000;86;28.8;0.974079;0.002164;0.002092;251312;;;;;;153;175;87;7715
MD;143;143;;;258000;86;28.8;0.976101;0.002022;0.001954;251834;;;;;;153;175;87;7715
MD;144;144;;;258000;86;28.8;0.977989;0.001888;0.001823;252321;;;;;;153;175;87;7715
MD;145;145;;;258000;86;28.8;0.979750;0.001761;0.001699;252775;;;;;;153;175;87;7715
MD;146;146;;;258000;86;28.8;0.981390;0.001640;0.001581;253199;;;;;;153;175;87;7715
MD;147;147;;;258000;86;28.8;0.982915;0.001525;0.001470;253592;;;;;;153;175;87;7715
MD;148;148;;;258000;86;28.8;0.984332;0.001417;0.001365;253958;;;;;;153;175;87;7715
MD;149;149;;;258000;86;28.8;0.985647;0.001315;0.001266;254297;;;;;;153;175;87;7715
MD;150;150;;;258000;86;28.8;0.986866;0.001219;0.001173;254611;;;;;;153;175;87;7715
